MeanKLBefore,IRLRewardMin,Entropy,IRLRewardMean,Perplexity,LossAfter,MinReturn,AverageDiscountedReturn,OriginalTaskAverageReturn,MaxReturn,LossBefore,PolicyExecTime,AveragePolicyStd,ExplainedVariance,ItrTime,AverageReturn,IRLRewardMax,NumTrajs,dLoss,Iteration,StdReturn,MeanKL,IRLLoss,ProcessExecTime,Time,EnvExecTime
0.0,-3.1555216,1.4189383,-1.6129153,4.1327305,-0.00587067985907197,-219.8290689587593,-99.51232954796205,-677.976964439724,-81.26185169816017,-5.2452087118126656e-09,0.05893731117248535,1.0,5.863420859952839e-12,1.1278393268585205,-161.29153015911578,-0.25870362,10,0.005870674613863258,0,61.28770041152036,0.0054513257928192616,0.5367102,0.007589817047119141,1.1278350353240967,0.034813880920410156
0.0,-3.8358424,1.4196433,-1.8521008,4.135645,-0.011321390978991985,-223.9564372599125,-113.30723090429008,-680.1832161625438,-117.58514702320099,2.3603439203156995e-08,0.043202877044677734,1.000705,0.8926419591621916,0.18704891204833984,-185.21007432490586,-0.13433553,10,0.011321414582431188,1,39.37163625363961,0.006426387466490269,0.41522247,0.005964040756225586,1.3193461894989014,0.035120487213134766
0.0,-4.194786,1.4213448,-1.9341741,4.142688,-0.022443877533078194,-259.6254503428936,-115.22646569621129,-627.2760139180969,-131.93922573328018,-1.7285346487483366e-08,0.050195932388305664,1.0024091,0.8517012461404638,0.2234342098236084,-193.41739995703102,-0.11531569,10,0.022443860247731706,2,44.898125541118205,0.009323379956185818,0.37336013,0.007254362106323242,1.5496060848236084,0.04797029495239258
0.0,-3.8670387,1.4356067,-1.7437202,4.2021937,-0.00985078513622284,-230.2622651308775,-106.3762868002782,-620.5857159607577,-130.14529791474342,-3.3378602104505717e-09,0.052225351333618164,1.0168077,0.8993719247362518,0.2355349063873291,-174.3720284216106,-0.083375044,10,0.009850781798362629,3,32.02613372279215,0.0070244325324893,0.40430433,0.007622480392456055,1.7933151721954346,0.047547340393066406
0.0,-4.567018,1.4489497,-2.0307496,4.2586393,-0.014437340199947357,-252.2717534005642,-122.207877740606,-585.9679963966672,-103.97150346636772,-8.344650526126429e-10,0.051778316497802734,1.0304661,0.7738427841321468,0.24345731735229492,-203.07496019899844,-0.050519563,10,0.014437339365482305,4,53.25830597666808,0.008899528533220291,0.34545177,0.007991790771484375,2.0478265285491943,0.052269697189331055
0.0,-4.393937,1.4519236,-1.7885853,4.271323,-0.021716060116887093,-218.3310725092888,-112.97469027358264,-594.5083251577023,-143.64992052316666,1.907348723406699e-09,0.05183839797973633,1.0335351,0.41724284337401496,0.23595023155212402,-178.85853292047977,-0.070016146,10,0.021716062024235816,5,22.99176942394136,0.009013230912387371,0.35887626,0.007651329040527344,2.292241334915161,0.04754829406738281
0.0,-4.239684,1.4707258,-1.867977,4.3523927,-0.015415828675031662,-251.38224877417088,-116.04387806482528,-534.9355670164877,-153.49505764245987,1.4066696252257316e-08,0.05349469184875488,1.0531518,0.824608616620589,0.22917413711547852,-186.7976987823844,-0.04322274,10,0.015415842741727914,6,36.22101785013316,0.008596295490860939,0.3655246,0.007637500762939453,2.531311511993408,0.05008578300476074
0.0,-3.5610425,1.4888744,-2.159874,4.432104,-0.014395727775990963,-262.74343878030777,-132.78810003310144,-627.2919055746437,-172.4596213400364,1.1920929521291868e-10,0.11751770973205566,1.0724392,0.8821631990093974,0.2937352657318115,-215.98740800619126,-0.050582632,10,0.014395727895200258,7,27.266344152079593,0.0072288489900529385,0.28193545,0.007674694061279297,2.833132266998291,0.046726226806640625
0.0,-3.9370751,1.4703618,-1.9772581,4.350809,-0.014507705345749855,-226.47380064427853,-121.02125860659278,-559.9601203001062,-164.04721301794052,-1.0967254659988157e-08,0.05290555953979492,1.0527686,0.8947990728817506,0.23329925537109375,-197.72580107562243,-0.041917853,10,0.014507694378495195,8,20.006115316795647,0.00735888397321105,0.3451903,0.007896184921264648,3.074538469314575,0.04842329025268555
0.0,-4.361896,1.5087739,-1.9306113,4.521184,-0.009382233954966068,-255.70521613955498,-122.44231096446515,-585.1864860266716,-155.25571085512638,1.0728835597717534e-09,0.05563521385192871,1.0939943,0.8282145703618563,0.24839091300964355,-193.06111353710293,-0.027713273,10,0.009382235027849628,9,30.02218236567356,0.006966474931687117,0.31934237,0.00812840461730957,3.331174612045288,0.0499110221862793
0.0,-4.2392087,1.5264245,-2.1277153,4.601694,-0.017967380583286285,-267.97946870326996,-136.06166321351674,-598.5344934175935,-177.50822097063065,-4.291534239087014e-09,0.05626344680786133,1.1134756,0.8561463455102514,0.25312089920043945,-212.77153199911118,-0.032048564,10,0.017967376291752046,10,27.95206379809571,0.009662461467087269,0.3034294,0.008048534393310547,3.5970771312713623,0.04769086837768555
0.0,-4.261044,1.5593147,-2.174134,4.7555614,-0.02669752575457096,-309.83719408512115,-141.29028591575297,-617.7449991741789,-123.68273070454597,-5.60283641704018e-09,0.0515596866607666,1.1507066,0.7856862755689749,0.24719810485839844,-217.41341005004944,-0.018485967,10,0.026697520151734544,11,55.598985525308635,0.009715666063129902,0.27919793,0.010200023651123047,3.854191541671753,0.04910612106323242
0.0,-4.438699,1.5464991,-2.0119052,4.695005,-0.01703418605029583,-281.8466690480709,-130.4804622775834,-565.4515558114302,-152.4633006453514,-1.525878978725359e-08,0.05136895179748535,1.1360532,0.8302938457819642,0.22969388961791992,-201.1905229937285,-0.03825604,10,0.017034170791506043,12,41.44985336887287,0.008739027194678783,0.30768716,0.008012771606445312,4.092076778411865,0.04730653762817383
0.0,-4.516401,1.5539739,-2.1937876,4.7302303,-0.01909496635198593,-338.0558571219444,-144.0638071661523,-603.4578909596947,-151.59652133286,6.1988831845383174e-09,0.05360841751098633,1.1445769,0.8598212897518609,0.2456972599029541,-219.37874275501818,-0.02483171,10,0.019094972550869116,13,64.67254394605973,0.008753014728426933,0.2936089,0.008256196975708008,4.345588207244873,0.05117464065551758
0.0,-4.16408,1.5240614,-1.8677149,4.5908327,-0.019912976771593094,-220.3793607056141,-120.8824435684368,-530.853240956845,-161.72109416127205,5.7220459481754915e-09,0.05277752876281738,1.1108474,0.8350016101127192,0.2480614185333252,-186.77149632573128,-0.080109276,10,0.019912982493639042,14,16.44626285341643,0.009319121949374676,0.3205023,0.007878780364990234,4.601381301879883,0.047324180603027344
0.0,-4.0736184,1.507145,-1.9660542,4.5138254,-0.02210885100066662,-231.16665747761726,-126.60105656454769,-543.5774031300926,-167.29902698285878,-9.298324776807476e-09,0.05329155921936035,1.0922137,0.9406755880162799,0.24959135055541992,-196.60541114080698,-0.022504615,10,0.02210884170234184,15,18.953815691269902,0.00795588456094265,0.298512,0.0077054500579833984,4.864046096801758,0.04871416091918945
0.0,-4.2638874,1.5045241,-1.9823524,4.502011,-0.020781077444553375,-285.92128360271454,-129.86416371909132,-573.403915631515,-154.2875145971775,-4.76837147544984e-09,0.059360504150390625,1.0893548,0.85382559463608,0.24504923820495605,-198.23523737341165,-0.017131748,10,0.0207810726761819,16,37.31238667292303,0.008677763864398003,0.31184664,0.0073812007904052734,5.1285481452941895,0.043332576751708984
0.0,-4.3543377,1.5125597,-1.9410455,4.5383325,-0.01351500116288662,-223.02574574947357,-127.84168450062975,-547.9284693570814,-163.0130992271006,-1.0490417423625331e-08,0.06110572814941406,1.0981436,0.8476619016722684,0.22459673881530762,-194.10454779509456,-0.027065145,10,0.013514990672469196,17,19.42322974188585,0.009310916066169739,0.3372488,0.007407188415527344,5.371172666549683,0.04297637939453125
0.0,-4.1650543,1.538131,-1.871593,4.6558805,-0.016639847308397293,-224.04295229911804,-120.45567401956217,-527.6346854910714,-165.56251567974687,-3.0994415922691587e-09,0.05187344551086426,1.1265867,0.8953366603727152,0.23170948028564453,-187.15929726734757,-0.034427803,10,0.0166398442089557,18,19.034586418701423,0.008934816345572472,0.33027378,0.00811767578125,5.6126978397369385,0.05042672157287598
0.0,-4.6604924,1.549274,-2.2064633,4.7080507,-0.009742794558405876,-293.32917910814285,-140.9556109891742,-546.5524885298188,-141.44857815653086,3.278255533700758e-08,0.05381584167480469,1.1392105,0.5534992139854897,0.24114656448364258,-220.64634304121137,-0.026969798,10,0.009742827340961213,19,55.7446113532179,0.007422007620334625,0.3057316,0.00801229476928711,5.862152576446533,0.0488736629486084
